xenocanto_11_2,ebird2022_species,comment
vauriella insignis,rufjuf1,Name change (per Avibase)
vauriella albigularis,negjuf1,Name change (per Avibase)
vauriella goodfellowi,minjuf1,Name change (per Avibase)
muscicapa striata,spofly1,Name change (per Avibase)
muscicapa tyrrhenica,spofly1,Name change (per Avibase)
muscicapa griseisticta,gysfly1,Name change (per Avibase)
muscicapa sodhii,subfly3,Name change (per Avibase)
muscicapa ussheri,ussfly1,Name change (per Avibase)
muscicapa infuscata,soofly1,Name change (per Avibase)
muscicapa boehmi,boefly1,Name change (per Avibase)
muscicapa olivascens,olifly1,Name change (per Avibase)
muscicapa lendu,chafly1,Name change (per Avibase)
muscicapa itombwensis,chafly1,Name change (per Avibase)
muscicapa epulata,ligfly2,Name change (per Avibase)
muscicapa comitata,dubfly2,Name change (per Avibase)
muscicapa tessmanni,tesfly1,Name change (per Avibase)
muscicapa caerulescens,ashfly1,Name change (per Avibase)
myioparus griseigularis,gyttif1,Name change (per Avibase)
myioparus plumbeus,grytif1,Name change (per Avibase)
humblotia flavirostris,grcfly3,Name change (per Avibase)
ficedula speculigera,atlfly1,Name change (per Avibase)
cyornis sanfordi,matfly2,Name change (per Avibase)
cyornis hoevelli,blffly1,Name change (per Avibase)
cyornis hyacinthinus,tibfly2,Name change (per Avibase)
cyornis rubeculoides,butfly1,Name change (per Avibase)
cyornis omissus,subfly1,Name change (per Avibase)
cyornis djampeanus,subfly1,Name change (per Avibase)
culicicapa ceylonensis,gyhcaf1,Name change (per Avibase)
sylvia dohrni,dohthb1,Name change (per Avibase)
tarsiger chrysaeus,gobrob1,Name change (per Avibase)
tarsiger indicus,wbbrob1,Name change (per Avibase)
tarsiger hyperythrus,rbbrob1,Name change (per Avibase)
tarsiger johnstoniae,cobrob1,Name change (per Avibase)
cossypha archeri,arrcha1,Name change (per Avibase)
cossypha anomala,ofrcha1,Name change (per Avibase)
cossypha polioptera,gywroc1,Name change (per Avibase)
cossypha ansorgei,anccha1,Name change (per Avibase)
cichladusa arquata,copthr1,Name change (per Avibase)
cichladusa ruficauda,rtpthr1,Name change (per Avibase)
cichladusa guttata,spmthr1,Name change (per Avibase)
cercotrichas leucosticta,fosrob1,Name change (per Avibase)
cercotrichas quadrivirgata,besrob1,Name change (per Avibase)
cercotrichas barbata,misrob1,Name change (per Avibase)
cercotrichas signata,brsrob1,Name change (per Avibase)
cercotrichas hartlaubi,bbsrob1,Name change (per Avibase)
cercotrichas leucophrys,rbsrob1,Name change (per Avibase)
cercotrichas galactotes,rutscr1,Name change (per Avibase)
cercotrichas paena,kasrob1,Name change (per Avibase)
cercotrichas coryphoeus,kasrob2,Name change (per Avibase)
cercotrichas podobe,blsrob1,Name change (per Avibase)
namibornis herero,hercha1,Name change (per Avibase)
phoenicurus alaschanicus,alsred1,Name change (per Avibase)
phoenicurus erythronotus,rubred2,Name change (per Avibase)
phoenicurus erythrogastrus,whwred2,Name change (per Avibase)
phoenicurus fuliginosus,plured1,Name change (per Avibase)
phoenicurus bicolor,luzred1,Name change (per Avibase)
myiomela diana,sunrob1,Name change (per Avibase)
myiomela sumatrana,sunrob1,Name change (per Avibase)
saxicola macrorhynchus,whbbus4,Name change (per Avibase)
saxicola insignis,whtbus1,Name change (per Avibase)
saxicola dacotiae,caisto1,Name change (per Avibase)
saxicola sibilla,afrsto1,Name change (per Avibase)
saxicola stejnegeri,stonec7,Name change (per Avibase)
saxicola caprata,piebus1,Name change (per Avibase)
saxicola jerdoni,jerbus1,Name change (per Avibase)
saxicola ferreus,grybus1,Name change (per Avibase)
saxicola gutturalis,timbus1,Name change (per Avibase)
oenanthe lugens,mouwhe2,Name change (per Avibase)
oenanthe warriae,mouwhe2,Name change (per Avibase)
oenanthe halophila,mouwhe2,Name change (per Avibase)
oenanthe chrysopygia,retwhe2,Name change (per Avibase)
oenanthe heuglinii,heuwhe1,Name change (per Avibase)
oenanthe scotocerca,brtcha1,Name change (per Avibase)
myrmecocichla aethiops,noacha1,Name change (per Avibase)
myrmecocichla formicivora,soacha1,Name change (per Avibase)
myrmecocichla melaena,ruecha1,Name change (per Avibase)
oenanthe albifrons,wfbcha1,Name change (per Avibase)
myrmecocichla collaris,whbcha2,Name change (per Avibase)
monticola semirufus,wwccha1,Name change (per Avibase)
pinarornis plumosus,boucha1,Name change (per Avibase)
aplonis mavornata,myssta1,Name change (per Avibase)
aplonis fusca,norsta1,Name change (per Avibase)
aplonis metallica,metsta1,Name change (per Avibase)
aplonis circumscripta,metsta1,Name change (per Avibase)
lamprotornis chloropterus,lbesta1,Name change (per Avibase)
lamprotornis elisabeth,lbesta1,Name change (per Avibase)
poeoptera sharpii,shasta2,Name change (per Avibase)
poeoptera femoralis,abbsta2,Name change (per Avibase)
lamprotornis bicolor,afpsta1,Name change (per Avibase)
fregilupus varius,reusta1,Name change (per Avibase)
sturnus vulgaris,eursta,Name change (per Avibase)
gracupica contra,aspsta2,Name change (per Avibase)
gracupica floweri,aspsta7,Name change (per Avibase)
gracupica jalla,aspsta3,Name change (per Avibase)
acridotheres melanopterus,bkwsta1,Name change (per Avibase)
gracula ptilogenys,ceymyn1,Name change (per Avibase)
gracula enganensis,hilmyn,Name change (per Avibase)
gracula robusta,hilmyn,Name change (per Avibase)
enodes erythrophris,fibmyn1,Name change (per Avibase)
scissirostrum dubium,fibmyn2,Name change (per Avibase)
dumetella carolinensis,grycat,Name change (per Avibase)
mimus macdonaldi,hoomoc1,Name change (per Avibase)
toxostoma cinereum,grathr1,Name change (per Avibase)
cinclocerthia gutturalis,gratre1,Name change (per Avibase)
sitta arctica,eurnut2,Name change (per Avibase)
sitta villosa,snbnut1,Name change (per Avibase)
campylorhynchus rufinucha,runwre1,Name change (per Avibase)
campylorhynchus humilis,runwre1,Name change (per Avibase)
campylorhynchus capistratus,runwre1,Name change (per Avibase)
campylorhynchus megalopterus,grbwre1,Name change (per Avibase)
odontorchilus branickii,gymwre1,Name change (per Avibase)
cinnycerthia olivascens,shawre1,Name change (per Avibase)
cantorchilus griseus,grywre1,Name change (per Avibase)
henicorhina leucosticta,wbwwre1,Name change (per Avibase)
henicorhina leucophrys,gbwwre1,Name change (per Avibase)
henicorhina anachoreta,gybwow3,Name change (per Avibase)
henicorhina negreti,munwow1,Name change (per Avibase)
henicorhina leucoptera,bwwwre1,Name change (per Avibase)
microcerculus philomela,nigwre1,Name change (per Avibase)
microcerculus marginatus,scbwre1,Name change (per Avibase)
ramphocaenus melanurus,lobgna5,Name change (per Avibase)
polioptila caerulea,buggna,Name change (per Avibase)
polioptila paraensis,guigna4,Name change (per Avibase)
remiz pendulinus,euptit1,Name change (per Avibase)
remiz macronyx,bhptit1,Name change (per Avibase)
remiz coronatus,wcptit1,Name change (per Avibase)
remiz consobrinus,chptit1,Name change (per Avibase)
anthoscopus punctifrons,septit1,Name change (per Avibase)
anthoscopus parvulus,yeptit1,Name change (per Avibase)
anthoscopus musculus,mcptit1,Name change (per Avibase)
anthoscopus flavifrons,foptit1,Name change (per Avibase)
anthoscopus caroli,afptit1,Name change (per Avibase)
anthoscopus minutus,soptit1,Name change (per Avibase)
pholidornis rushiae,tithyl1,Name change (per Avibase)
poecile cinctus,gyhchi,Name change (per Avibase)
pardaliparus venustulus,yebtit4,Name change (per Avibase)
pardaliparus elegans,eletit2,Name change (per Avibase)
pardaliparus amabilis,paltit2,Name change (per Avibase)
lophophanes cristatus,cretit2,Name change (per Avibase)
lophophanes dichrous,gyctit1,Name change (per Avibase)
melaniparus guineensis,whsblt1,Name change (per Avibase)
melaniparus leucomelas,whwblt3,Name change (per Avibase)
melaniparus niger,soublt1,Name change (per Avibase)
melaniparus leuconotus,whbblt1,Name change (per Avibase)
melaniparus rufiventris,rubtit3,Name change (per Avibase)
melaniparus pallidiventris,rubtit3,Name change (per Avibase)
melaniparus thruppi,somtit4,Name change (per Avibase)
melaniparus afer,grytit1,Name change (per Avibase)
machlolophus aplonotus,indtit1,Name change (per Avibase)
machlolophus holsti,yeltit2,Name change (per Avibase)
aegithalos glaucogularis,lottit5,Name change (per Avibase)
aegithalos leucogenys,whctit1,Name change (per Avibase)
aegithalos concinnus,blttit2,Name change (per Avibase)
aegithalos niveogularis,whttit1,Name change (per Avibase)
aegithalos iouschistos,bkbtit3,Name change (per Avibase)
aegithalos bonvaloti,bkbtit3,Name change (per Avibase)
aegithalos sharpei,bkbtit3,Name change (per Avibase)
aegithalos fuliginosus,sootit1,Name change (per Avibase)
psaltriparus minimus,bushti,Name change (per Avibase)
aegithalos exilis,pygtit1,Name change (per Avibase)
progne chalybea,gybmar,Name change (per Avibase)
riparia riparia,banswa,Name change (per Avibase)
riparia diluta,pasmar1,Name change (per Avibase)
riparia paludicola,plamar1,Name change (per Avibase)
riparia chinensis,gytmar1,Name change (per Avibase)
phedinopsis brazzae,bramar1,Name change (per Avibase)
pseudhirundo griseopyga,gyrswa1,Name change (per Avibase)
ptyonoprogne rupestris,eurcrm1,Name change (per Avibase)
ptyonoprogne concolor,duscrm1,Name change (per Avibase)
hirundo angolensis,angswa1,Name change (per Avibase)
hirundo nigrita,wtbswa1,Name change (per Avibase)
hirundo atrocaerulea,bluswa1,Name change (per Avibase)
cecropis semirufa,rucswa2,Name change (per Avibase)
cecropis daurica,rerswa1,Name change (per Avibase)
cecropis domicella,rerswa1,Name change (per Avibase)
petrochelidon perdita,resswa2,Name change (per Avibase)
petrochelidon preussi,preswa2,Name change (per Avibase)
petrochelidon rufigula,retswa2,Name change (per Avibase)
petrochelidon spilodera,soaswa2,Name change (per Avibase)
petrochelidon pyrrhonota,cliswa,Name change (per Avibase)
petrochelidon fuliginosa,forswa2,Name change (per Avibase)
delichon urbicum,cohmar1,Name change (per Avibase)
delichon lagopodum,cohmar1,Name change (per Avibase)
delichon dasypus,ashmar1,Name change (per Avibase)
delichon nipalense,nephom1,Name change (per Avibase)
psalidoprocne nitens,sqtsaw1,Name change (per Avibase)
psalidoprocne fuliginosa,mousaw1,Name change (per Avibase)
psalidoprocne albiceps,whhsaw1,Name change (per Avibase)
psalidoprocne pristoptera,blksaw1,Name change (per Avibase)
psalidoprocne obscura,fansaw1,Name change (per Avibase)
alcurus striatus,strbul2,Name change (per Avibase)
hemixos leucogrammicus,crsbul1,Name change (per Avibase)
alcurus tympanistrigus,spnbul1,Name change (per Avibase)
microtarsus melanoleucos,bawbul2,Name change (per Avibase)
brachypodius priocephalus,gyhbul1,Name change (per Avibase)
ixodia squamata,scbbul1,Name change (per Avibase)
ixodia cyaniventris,gybbul1,Name change (per Avibase)
pycnonotus barbatus,combul2,Name change (per Avibase)
pycnonotus somaliensis,combul2,Name change (per Avibase)
pycnonotus dodsoni,combul2,Name change (per Avibase)
pycnonotus tricolor,combul2,Name change (per Avibase)
pycnonotus nigricans,blfbul1,Name change (per Avibase)
euptilotus eutilotus,pubbul1,Name change (per Avibase)
brachypodius nieuwenhuisii,blwbul1,Name change (per Avibase)
poliolophus urostictus,yewbul1,Name change (per Avibase)
pycnonotus flavescens,flabul1,Name change (per Avibase)
pycnonotus leucops,flabul1,Name change (per Avibase)
pycnonotus brunneus,reebul1,Name change (per Avibase)
ixodia erythropthalmos,spebul1,Name change (per Avibase)
arizelocichla montana,camgre2,Name change (per Avibase)
arizelocichla kakamegae,shegre1,Name change (per Avibase)
arizelocichla masukuensis,shegre1,Name change (per Avibase)
eurillas gracilis,grygre1,Name change (per Avibase)
arizelocichla tephrolaema,wesmog1,Name change (per Avibase)
arizelocichla nigriceps,easmog1,Name change (per Avibase)
arizelocichla kikuyuensis,easmog1,Name change (per Avibase)
arizelocichla fusciceps,easmog4,Name change (per Avibase)
arizelocichla neumanni,easmog6,Name change (per Avibase)
arizelocichla chlorigula,easmog3,Name change (per Avibase)
arizelocichla olivaceiceps,stcgre1,Name change (per Avibase)
arizelocichla milanjensis,stcgre1,Name change (per Avibase)
arizelocichla striifacies,stcgre1,Name change (per Avibase)
atimastillas flavicollis,yetgre1,Name change (per Avibase)
chlorocichla falkensteini,yengre1,Name change (per Avibase)
thescelocichla leucopleura,swagre1,Name change (per Avibase)
phyllastrephus scandens,leaflo1,Name change (per Avibase)
phyllastrephus cabanisi,cabgre1,Name change (per Avibase)
phyllastrephus placidus,cabgre1,Name change (per Avibase)
phyllastrephus cerviniventris,gyogre1,Name change (per Avibase)
phyllastrephus baumanni,baugre1,Name change (per Avibase)
phyllastrephus hypochloris,toogre1,Name change (per Avibase)
phyllastrephus poensis,caogre1,Name change (per Avibase)
phyllastrephus lorenzi,sasgre1,Name change (per Avibase)
phyllastrephus poliocephalus,gyhgre1,Name change (per Avibase)
phyllastrephus flavostriatus,yesbul1,Name change (per Avibase)
phyllastrephus alfredi,yesbul1,Name change (per Avibase)
phyllastrephus debilis,tingre1,Name change (per Avibase)
phyllastrephus albigula,usabul1,Name change (per Avibase)
xanthomixis cinereiceps,gyctet1,Name change (per Avibase)
bleda notatus,lesbri2,Name change (per Avibase)
bleda ugandae,lesbri2,Name change (per Avibase)
bleda canicapillus,gyhbri1,Name change (per Avibase)
criniger barbatus,wesbeg1,Name change (per Avibase)
criniger chloronotus,easbeg1,Name change (per Avibase)
iole finschii,finbul1,Name change (per Avibase)
alophoixus tephrogenys,gycbul2,Name change (per Avibase)
alophoixus frater,gytbul1,Name change (per Avibase)
hypsipetes affinis,golbul3,Name change (per Avibase)
hypsipetes mysticalis,golbul4,Name change (per Avibase)
iole propinqua,gyebul1,Name change (per Avibase)
acritillas indica,yebbul3,Name change (per Avibase)
hypsipetes catarmanensis,yelbul1,Name change (per Avibase)
ixos virescens,sunbul2,Name change (per Avibase)
ixos sumatranus,sunbul2,Name change (per Avibase)
ixos nicobariensis,nicbul2,Name change (per Avibase)
zosterops melanocephalus,camspe1,Name change (per Avibase)
zosterops brunneus,fepspe1,Name change (per Avibase)
zosterops eurycricotus,brrwhe8,Name change (per Avibase)
zosterops mouroniensis,coweye1,Name change (per Avibase)
zosterops borbonicus,maswhe2,Name change (per Avibase)
zosterops mauritianus,maswhe3,Name change (per Avibase)
zosterops olivaceus,reuwhe1,Name change (per Avibase)
zosterops chloronothos,mauwhe1,Name change (per Avibase)
zosterops semperi,ciweye1,Name change (per Avibase)
zosterops natalis,ciweye2,Name change (per Avibase)
zosterops grayi,grkwhe1,Name change (per Avibase)
zosterops uropygialis,likwhe1,Name change (per Avibase)
zosterops consobrinorum,sulwhe1,Name change (per Avibase)
heleia wallacei,ysweye1,Name change (per Avibase)
zosterops dehaani,crtwhe1,Name change (per Avibase)
zosterops minor,bfweye1,Name change (per Avibase)
zosterops chrysolaemus,bfweye1,Name change (per Avibase)
zosterops hypoxanthus,bhweye1,Name change (per Avibase)
zosterops fuscicapilla,capwhe3,Name change (per Avibase)
zosterops crookshanki,capwhe3,Name change (per Avibase)
zosterops novaeguineae,ngweye1,Name change (per Avibase)
zosterops luteus,ayweye3,Name change (per Avibase)
zosterops vellalavella,baweye2,Name change (per Avibase)
zosterops splendidus,gaweye1,Name change (per Avibase)
zosterops luteirostris,spweye2,Name change (per Avibase)
zosterops hamlini,gytwhe1,Name change (per Avibase)
zosterops explorator,laweye1,Name change (per Avibase)
zosterops flavifrons,yfweye1,Name change (per Avibase)
zosterops ponapensis,pohwhe1,Name change (per Avibase)
zosterops oleagineus,yapwhe1,Name change (per Avibase)
rukia ruki,trweye1,Name change (per Avibase)
tephrozosterops stalkeri,rufwhe1,Name change (per Avibase)
heleia javanica,jgtwhe1,Name change (per Avibase)
heleia superciliaris,whbwhe1,Name change (per Avibase)
heleia pinaiae,gyhwhe1,Name change (per Avibase)
heleia dohertyi,dacwhe1,Name change (per Avibase)
heleia crassirostris,flowhe1,Name change (per Avibase)
heleia muelleri,timwhe1,Name change (per Avibase)
zosterops emiliae,mouble1,Name change (per Avibase)
cettia castaneocoronata,chhtes1,Name change (per Avibase)
tesia olivea,slbtes1,Name change (per Avibase)
tesia cyaniventer,gybtes1,Name change (per Avibase)
tesia superciliaris,javtes1,Name change (per Avibase)
tesia everetti,ructes1,Name change (per Avibase)
urosphena subulata,timstu1,Name change (per Avibase)
urosphena whiteheadi,borstu1,Name change (per Avibase)
urosphena squameiceps,asistu1,Name change (per Avibase)
