ioc_12_2,clements
cossypha heinrichi,cossypha heinrichi
cossypha niveicapilla,cossypha niveicapilla
cossypha albicapillus,cossypha albicapillus
xenocopsychus ansorgei,xenocopsychus ansorgei
swynnertonia swynnertoni,swynnertonia swynnertoni
pogonocichla stellata,pogonocichla stellata
stiphrornis erythrothorax,stiphrornis erythrothorax
sheppardia poensis,unknown
sheppardia bocagei,sheppardia bocagei
sheppardia cyornithopsis,sheppardia cyornithopsis
sheppardia aequatorialis,sheppardia aequatorialis
sheppardia sharpei,sheppardia sharpei
sheppardia gunningi,sheppardia gunningi
sheppardia gabela,sheppardia gabela
sheppardia aurantiithorax,sheppardia aurantiithorax
sheppardia montana,sheppardia montana
sheppardia lowei,sheppardia lowei
cichladusa arquata,cichladusa arquata
cichladusa ruficauda,cichladusa ruficauda
cichladusa guttata,cichladusa guttata
heinrichia calligyna,heinrichia calligyna
leonardina woodi,leonardina woodi
heteroxenicus stellatus,brachypteryx stellata
brachypteryx hyperythra,brachypteryx hyperythra
brachypteryx leucophris,brachypteryx leucophris
brachypteryx cruralis,brachypteryx cruralis
brachypteryx sinensis,brachypteryx sinensis
brachypteryx goodfellowi,brachypteryx goodfellowi
brachypteryx montana,brachypteryx montana
vauriella gularis,vauriella gularis
vauriella albigularis,vauriella albigularis
vauriella insignis,vauriella insignis
vauriella goodfellowi,vauriella goodfellowi
larvivora brunnea,larvivora brunnea
larvivora cyane,larvivora cyane
larvivora sibilans,larvivora sibilans
larvivora ruficeps,larvivora ruficeps
larvivora komadori,larvivora komadori
larvivora namiyei,unknown
larvivora akahige,larvivora akahige
luscinia svecica,luscinia svecica
luscinia phaenicuroides,luscinia phaenicuroides
luscinia luscinia,luscinia luscinia
luscinia megarhynchos,luscinia megarhynchos
irania gutturalis,irania gutturalis
calliope pectoralis,calliope pectoralis
calliope tschebaiewi,calliope tschebaiewi
calliope calliope,calliope calliope
calliope pectardens,calliope pectardens
calliope obscura,calliope obscura
myiomela leucura,myiomela leucura
myiomela sumatrana,unknown
myiomela diana,myiomela diana
sholicola major,sholicola major
sholicola albiventris,sholicola albiventris
tarsiger indicus,tarsiger indicus
tarsiger hyperythrus,tarsiger hyperythrus
tarsiger johnstoniae,tarsiger johnstoniae
tarsiger cyanurus,tarsiger cyanurus
tarsiger rufilatus,tarsiger rufilatus
tarsiger chrysaeus,tarsiger chrysaeus
enicurus scouleri,enicurus scouleri
enicurus velatus,enicurus velatus
enicurus ruficapillus,enicurus ruficapillus
enicurus immaculatus,enicurus immaculatus
enicurus schistaceus,enicurus schistaceus
enicurus leschenaulti,enicurus leschenaulti
enicurus borneensis,unknown
enicurus maculatus,enicurus maculatus
myophonus blighi,myophonus blighi
myophonus melanurus,myophonus melanurus
myophonus glaucinus,myophonus glaucinus
myophonus borneensis,myophonus borneensis
myophonus castaneus,myophonus castaneus
myophonus robinsoni,myophonus robinsoni
myophonus horsfieldii,myophonus horsfieldii
myophonus insularis,myophonus insularis
myophonus caeruleus,myophonus caeruleus
cinclidium frontale,cinclidium frontale
ficedula zanthopygia,ficedula zanthopygia
ficedula elisae,ficedula elisae
ficedula narcissina,ficedula narcissina
ficedula owstoni,ficedula owstoni
ficedula erithacus,ficedula erithacus
ficedula mugimaki,ficedula mugimaki
ficedula hodgsoni,ficedula hodgsoni
ficedula strophiata,ficedula strophiata
ficedula sapphira,ficedula sapphira
ficedula superciliaris,ficedula superciliaris
ficedula westermanni,ficedula westermanni
ficedula tricolor,ficedula tricolor
ficedula hyperythra,ficedula hyperythra
ficedula ruficauda,ficedula ruficauda
ficedula albicilla,ficedula albicilla
ficedula parva,ficedula parva
ficedula subrubra,ficedula subrubra
ficedula semitorquata,ficedula semitorquata
ficedula hypoleuca,ficedula hypoleuca
ficedula albicollis,ficedula albicollis
ficedula speculigera,ficedula speculigera
ficedula nigrorufa,ficedula nigrorufa
ficedula dumetoria,ficedula dumetoria
ficedula riedeli,ficedula riedeli
ficedula disposita,ficedula disposita
ficedula platenae,ficedula platenae
ficedula rufigula,ficedula rufigula
ficedula buruensis,ficedula buruensis
ficedula harterti,ficedula harterti
ficedula timorensis,ficedula timorensis
ficedula basilanica,ficedula basilanica
ficedula crypta,ficedula crypta
ficedula luzoniensis,ficedula luzoniensis
ficedula bonthaina,ficedula bonthaina
ficedula henrici,ficedula henrici
phoenicurus alaschanicus,phoenicurus alaschanicus
phoenicurus erythronotus,phoenicurus erythronotus
phoenicurus coeruleocephala,phoenicurus coeruleocephala
phoenicurus ochruros,phoenicurus ochruros
phoenicurus phoenicurus,phoenicurus phoenicurus
phoenicurus hodgsoni,phoenicurus hodgsoni
phoenicurus schisticeps,phoenicurus schisticeps
phoenicurus auroreus,phoenicurus auroreus
phoenicurus moussieri,phoenicurus moussieri
phoenicurus erythrogastrus,phoenicurus erythrogastrus
phoenicurus frontalis,phoenicurus frontalis
phoenicurus fuliginosus,phoenicurus fuliginosus
phoenicurus bicolor,phoenicurus bicolor
phoenicurus leucocephalus,phoenicurus leucocephalus
monticola semirufus,thamnolaea semirufa
monticola rupestris,monticola rupestris
monticola explorator,monticola explorator
monticola brevipes,monticola brevipes
monticola angolensis,monticola angolensis
monticola saxatilis,monticola saxatilis
monticola rufocinereus,monticola rufocinereus
monticola solitarius,monticola solitarius
monticola rufiventris,monticola rufiventris
monticola cinclorhyncha,monticola cinclorhyncha
monticola gularis,monticola gularis
monticola imerina,monticola imerina
monticola sharpei,monticola sharpei
saxicola rubetra,saxicola rubetra
saxicola macrorhynchus,saxicola macrorhynchus
saxicola insignis,saxicola insignis
saxicola dacotiae,saxicola dacotiae
saxicola rubicola,saxicola rubicola
saxicola maurus,saxicola maurus
saxicola stejnegeri,saxicola stejnegeri
saxicola torquatus,saxicola torquatus
saxicola sibilla,unknown
saxicola tectes,saxicola tectes
saxicola leucurus,saxicola leucurus
saxicola caprata,saxicola caprata
saxicola jerdoni,saxicola jerdoni
saxicola ferreus,saxicola ferreus
saxicola gutturalis,saxicola gutturalis
campicoloides bifasciatus,campicoloides bifasciatus
emarginata sinuata,emarginata sinuata
emarginata schlegelii,emarginata schlegelii
emarginata tractrac,emarginata tractrac
pinarochroa sordida,pinarochroa sordida
thamnolaea cinnamomeiventris,thamnolaea cinnamomeiventris
thamnolaea coronata,unknown
myrmecocichla nigra,myrmecocichla nigra
myrmecocichla aethiops,myrmecocichla aethiops
myrmecocichla tholloni,myrmecocichla tholloni
myrmecocichla formicivora,myrmecocichla formicivora
myrmecocichla melaena,myrmecocichla melaena
myrmecocichla monticola,myrmecocichla monticola
myrmecocichla arnotti,myrmecocichla arnotti
myrmecocichla collaris,myrmecocichla collaris
oenanthe oenanthe,oenanthe oenanthe
oenanthe seebohmi,unknown
oenanthe pileata,oenanthe pileata
oenanthe bottae,oenanthe bottae
oenanthe heuglinii,oenanthe heuglini
oenanthe isabellina,oenanthe isabellina
oenanthe monacha,oenanthe monacha
oenanthe deserti,oenanthe deserti
oenanthe hispanica,oenanthe hispanica
oenanthe melanoleuca,oenanthe melanoleuca
oenanthe cypriaca,oenanthe cypriaca
oenanthe pleschanka,oenanthe pleschanka
oenanthe albifrons,oenanthe albifrons
oenanthe phillipsi,oenanthe phillipsi
oenanthe moesta,oenanthe moesta
oenanthe melanura,oenanthe melanura
oenanthe familiaris,oenanthe familiaris
oenanthe scotocerca,oenanthe scotocerca
oenanthe dubia,oenanthe dubia
oenanthe fusca,oenanthe fusca
oenanthe picata,oenanthe picata
oenanthe leucura,oenanthe leucura
oenanthe lugubris,oenanthe lugubris
oenanthe leucopyga,oenanthe leucopyga
oenanthe albonigra,oenanthe albonigra
oenanthe finschii,oenanthe finschii
oenanthe halophila,unknown
oenanthe lugens,oenanthe lugens
oenanthe warriae,unknown
oenanthe lugentoides,oenanthe lugentoides
oenanthe xanthoprymna,oenanthe xanthoprymna
oenanthe chrysopygia,oenanthe chrysopygia
namibornis herero,melaenornis herero
humblotia flavirostris,humblotia flavirostris
cinclus cinclus,cinclus cinclus
cinclus pallasii,cinclus pallasii
cinclus mexicanus,cinclus mexicanus
cinclus leucocephalus,cinclus leucocephalus
cinclus schulzii,cinclus schulzii
chloropsis flavipennis,chloropsis flavipennis
chloropsis palawanensis,chloropsis palawanensis
chloropsis sonnerati,chloropsis sonnerati
chloropsis cyanopogon,chloropsis cyanopogon
chloropsis moluccensis,chloropsis cochinchinensis
chloropsis cochinchinensis,unknown
chloropsis kinabaluensis,chloropsis kinabaluensis
chloropsis jerdoni,chloropsis jerdoni
chloropsis aurifrons,chloropsis aurifrons
chloropsis media,chloropsis media
chloropsis hardwickii,chloropsis hardwickii
chloropsis lazulina,unknown
chloropsis venusta,chloropsis venusta
prionochilus olivaceus,prionochilus olivaceus
prionochilus maculatus,prionochilus maculatus
prionochilus percussus,prionochilus percussus
prionochilus plateni,prionochilus plateni
prionochilus xanthopygius,prionochilus xanthopygius
prionochilus thoracicus,prionochilus thoracicus
dicaeum dayakorum,dicaeum dayakorum
dicaeum annae,dicaeum annae
dicaeum agile,dicaeum agile
dicaeum aeruginosum,unknown
dicaeum everetti,dicaeum everetti
dicaeum proprium,dicaeum proprium
dicaeum chrysorrheum,dicaeum chrysorrheum
dicaeum melanozanthum,dicaeum melanozanthum
dicaeum vincens,dicaeum vincens
dicaeum aureolimbatum,dicaeum aureolimbatum
dicaeum nigrilore,dicaeum nigrilore
dicaeum anthonyi,dicaeum anthonyi
dicaeum kampalili,unknown
dicaeum bicolor,dicaeum bicolor
dicaeum australe,dicaeum australe
dicaeum haematostictum,dicaeum haematostictum
dicaeum retrocinctum,dicaeum retrocinctum
dicaeum quadricolor,dicaeum quadricolor
dicaeum trigonostigma,dicaeum trigonostigma
dicaeum hypoleucum,dicaeum hypoleucum
dicaeum erythrorhynchos,dicaeum erythrorhynchos
dicaeum concolor,dicaeum concolor
dicaeum minullum,dicaeum minullum
dicaeum virescens,dicaeum virescens
dicaeum pygmaeum,dicaeum pygmaeum
dicaeum nehrkorni,dicaeum nehrkorni
dicaeum erythrothorax,dicaeum erythrothorax
dicaeum schistaceiceps,dicaeum schistaceiceps
dicaeum vulneratum,dicaeum vulneratum
dicaeum pectorale,dicaeum pectorale
dicaeum geelvinkianum,dicaeum geelvinkianum
dicaeum nitidum,dicaeum nitidum
dicaeum eximium,dicaeum eximium
dicaeum aeneum,dicaeum aeneum
dicaeum tristrami,dicaeum tristrami
dicaeum igniferum,dicaeum igniferum
dicaeum maugei,dicaeum maugei
dicaeum hirundinaceum,dicaeum hirundinaceum
dicaeum celebicum,dicaeum celebicum
dicaeum monticolum,dicaeum monticolum
dicaeum ignipectus,dicaeum ignipectus
dicaeum sanguinolentum,dicaeum sanguinolentum
dicaeum cruentatum,dicaeum cruentatum
dicaeum trochileum,dicaeum trochileum
chalcoparia singalensis,chalcoparia singalensis
deleornis fraseri,deleornis fraseri
deleornis axillaris,deleornis axillaris
anthreptes reichenowi,anthreptes reichenowi
anthreptes anchietae,anthreptes anchietae
anthreptes simplex,anthreptes simplex
anthreptes malacensis,anthreptes malacensis
anthreptes griseigularis,anthreptes griseigularis
anthreptes rhodolaemus,anthreptes rhodolaemus
anthreptes gabonicus,anthreptes gabonicus
anthreptes longuemarei,anthreptes longuemarei
anthreptes orientalis,anthreptes orientalis
anthreptes neglectus,anthreptes neglectus
anthreptes aurantius,anthreptes aurantius
anthreptes seimundi,anthreptes seimundi
anthreptes rectirostris,unknown
anthreptes tephrolaemus,anthreptes rectirostris
anthreptes rubritorques,anthreptes rubritorques
hedydipna collaris,hedydipna collaris
hedydipna platura,hedydipna platura
hedydipna metallica,hedydipna metallica
hedydipna pallidigaster,hedydipna pallidigaster
anabathmis reichenbachii,anabathmis reichenbachii
anabathmis hartlaubii,anabathmis hartlaubii
anabathmis newtonii,anabathmis newtonii
dreptes thomensis,dreptes thomensis
anthobaphes violacea,anthobaphes violacea
cyanomitra verticalis,cyanomitra verticalis
cyanomitra bannermani,cyanomitra bannermani
cyanomitra cyanolaema,cyanomitra cyanolaema
cyanomitra oritis,cyanomitra oritis
cyanomitra alinae,cyanomitra alinae
cyanomitra olivacea,cyanomitra olivacea
cyanomitra veroxii,cyanomitra veroxii
chalcomitra adelberti,chalcomitra adelberti
chalcomitra fuliginosa,chalcomitra fuliginosa
chalcomitra rubescens,chalcomitra rubescens
chalcomitra amethystina,chalcomitra amethystina
chalcomitra senegalensis,chalcomitra senegalensis
chalcomitra hunteri,chalcomitra hunteri
chalcomitra balfouri,chalcomitra balfouri
leptocoma zeylonica,leptocoma zeylonica
leptocoma minima,leptocoma minima
leptocoma sperata,leptocoma sperata
leptocoma brasiliana,leptocoma brasiliana
leptocoma aspasia,leptocoma aspasia
leptocoma calcostetha,leptocoma calcostetha
nectarinia bocagii,nectarinia bocagii
nectarinia purpureiventris,nectarinia purpureiventris
nectarinia tacazze,nectarinia tacazze
nectarinia kilimensis,nectarinia kilimensis
nectarinia famosa,nectarinia famosa
nectarinia johnstoni,nectarinia johnstoni
drepanorhynchus reichenowi,drepanorhynchus reichenowi
cinnyris chloropygius,cinnyris chloropygius
cinnyris minullus,cinnyris minullus
cinnyris manoensis,cinnyris manoensis
cinnyris gertrudis,cinnyris gertrudis
cinnyris chalybeus,cinnyris chalybeus
cinnyris neergaardi,cinnyris neergaardi
cinnyris stuhlmanni,cinnyris stuhlmanni
cinnyris whytei,unknown
cinnyris prigoginei,cinnyris prigoginei
cinnyris ludovicensis,cinnyris ludovicensis
cinnyris reichenowi,cinnyris reichenowi
cinnyris afer,cinnyris afer
cinnyris regius,cinnyris regius
cinnyris rockefelleri,cinnyris rockefelleri
cinnyris mediocris,cinnyris mediocris
cinnyris usambaricus,cinnyris usambaricus
cinnyris fuelleborni,cinnyris fuelleborni
cinnyris moreaui,cinnyris moreaui
cinnyris loveridgei,cinnyris loveridgei
cinnyris pulchellus,cinnyris pulchellus
cinnyris mariquensis,cinnyris mariquensis
cinnyris shelleyi,cinnyris shelleyi
cinnyris hofmanni,unknown
cinnyris congensis,cinnyris congensis
cinnyris erythrocercus,cinnyris erythrocercus
cinnyris nectarinioides,cinnyris nectarinioides
cinnyris bifasciatus,cinnyris bifasciatus
cinnyris tsavoensis,cinnyris tsavoensis
cinnyris chalcomelas,cinnyris chalcomelas
cinnyris pembae,cinnyris pembae
cinnyris bouvieri,cinnyris bouvieri
cinnyris osea,cinnyris osea
cinnyris hellmayri,unknown
cinnyris habessinicus,cinnyris habessinicus
cinnyris coccinigastrus,cinnyris coccinigastrus
cinnyris johannae,cinnyris johannae
cinnyris superbus,cinnyris superbus
cinnyris rufipennis,cinnyris rufipennis
cinnyris oustaleti,cinnyris oustaleti
cinnyris talatala,cinnyris talatala
cinnyris venustus,cinnyris venustus
cinnyris fuscus,cinnyris fuscus
cinnyris ursulae,cinnyris ursulae
cinnyris batesi,cinnyris batesi
cinnyris cupreus,cinnyris cupreus
cinnyris asiaticus,cinnyris asiaticus
cinnyris jugularis,cinnyris jugularis
cinnyris buettikoferi,cinnyris buettikoferi
cinnyris solaris,cinnyris solaris
cinnyris sovimanga,cinnyris sovimanga
cinnyris notatus,cinnyris notatus
cinnyris dussumieri,cinnyris dussumieri
cinnyris humbloti,cinnyris humbloti
cinnyris comorensis,cinnyris comorensis
cinnyris coquerellii,cinnyris coquerellii
cinnyris lotenius,cinnyris lotenius
aethopyga primigenia,aethopyga primigenia
aethopyga boltoni,aethopyga boltoni
,aethopyga tibolii
aethopyga linaraborae,aethopyga linaraborae
aethopyga flagrans,aethopyga flagrans
aethopyga guimarasensis,aethopyga guimarasensis
aethopyga pulcherrima,aethopyga pulcherrima
aethopyga jefferyi,aethopyga jefferyi
aethopyga decorosa,aethopyga decorosa
aethopyga duyvenbodei,aethopyga duyvenbodei
aethopyga shelleyi,aethopyga shelleyi
aethopyga bella,aethopyga bella
aethopyga gouldiae,aethopyga gouldiae
aethopyga nipalensis,aethopyga nipalensis
aethopyga eximia,aethopyga eximia
aethopyga christinae,aethopyga christinae
aethopyga saturata,aethopyga saturata
aethopyga siparaja,aethopyga siparaja
aethopyga magnifica,aethopyga magnifica
aethopyga vigorsii,aethopyga vigorsii
aethopyga mystacalis,aethopyga mystacalis
aethopyga temminckii,aethopyga temminckii
aethopyga ignicauda,aethopyga ignicauda
kurochkinegramma hypogrammicum,kurochkinegramma hypogrammicum
arachnothera longirostra,arachnothera longirostra
arachnothera flammifera,arachnothera flammifera
arachnothera dilutior,arachnothera dilutior
arachnothera crassirostris,arachnothera crassirostris
arachnothera robusta,arachnothera robusta
